"","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90"
"TMEM147-AS1",1,2,2,2.5,2,1,2,3,1.5,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,5,2.5,1,0.5,2,2,5,1.5,1,1,1,1.5,4,2,0.5,2,2,2,1,0.5,1
"TMEM14A",0.5,2,1.5,1,2.5,1,2,3,1.5,2,2,1,1,1,2,1,2,1.5,1,1,1,1,1,2,1.5,3,1,0.5,2,2.5,2.5,1.5,1,1,2,1.5,1.5,1,1,1.5,2.5,1,1,1,1
"TMEM14B",1.5,2,1.5,1,2,1,1.5,3,1.5,2,2,1.5,1,1,2,1,2,2,1,1,1,1,1,2,1.5,3,1,1,2,2,5,1.5,2.5,1,1.5,2,2,1.5,1,1.5,2.5,2,1,1,1
"TMEM14C",1.5,2,1.5,1,2,1,1.5,3,1.5,2,2,1.5,1,1,2,1,2,2,1,1,1,1,1,2,1.5,3,1,1,2,2,5,1.5,2.5,1,1.5,2,2,1.5,1,1.5,2.5,2,1,1,1
"TMEM150A",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,1.5,2,1.5,1,1,1
"TMEM150B",0.5,1,1,0.5,2,1,1,1.5,2,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,1,2.5,2,0.5,1,2,2,1.5,1,1,1,1,1.5,1.5,0.5,2.5,2,1,1,0.5,1
"TMEM150C",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,2,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1.5,1,1,1.5,2,1,1,1,2,2,1,1,1
"TMEM151A",1,2,1.5,1,1.5,1,1,1.5,1.5,3.5,1.5,1,1,1,2,1.5,1.5,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,2,2.5,1,1,1.5,1,1.5,1,1,2.5,1.5,1,1,1
"TMEM154",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,2,1,0.5,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,1,1,1,2,2,1,1,1
"TMEM155",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,2,1,1,2,2,1,1,1
"TMEM156",1,1.5,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,3.5,1.5,2,1,1,1.5,2.5,1,1,1,2,2,1,1,1
"TMEM158",0.5,1.5,1,1,1,1,0.5,1.5,1,1,1,0.5,1,0.5,1,1,1.5,1,0.5,0.5,1,1,1,1.5,1.5,1,1,0.5,1,1.5,2.5,1,1.5,1,1.5,1.5,2,2,0.5,1,2,2,1,1,1
"TMEM159",1,1.5,2,1,2,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1.5,1,1,1,1,1,1,1,2.5,2,1,1,2,2,2,2,1.5,1,1,1.5,1.5,1.5,1,1.5,3.5,1.5,1,1,1
"TMEM160",0.5,1,1,0.5,2,1,1,1.5,2,1.5,2,1.5,0.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,2,1.5,1,0.5,1,2,2,1.5,1.5,1,1,1.5,1.5,1.5,0.5,1,2,1,1,0.5,1
"TMEM161A",0.5,1,1.5,1,2,1,1,1.5,1,1,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,1,2,1,0.5,2,2,1,2,1,1,2,1,1.5,2,0.5,1,2,2,1,0.5,1
"TMEM161B",1,1.5,1,0.5,2,1,1,1.5,1,1,2,1,0.5,1,1,1,2,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,0.5,3,1,1,1,1
"TMEM161B-AS1",1,1.5,1,0.5,2,1,1,1.5,1,1,2,1,0.5,1,1,1,2,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,0.5,3,1,1,1,1
"TMEM163",1,2,1,1,2,1,1,2.5,1,1.5,1.5,1,1,1.5,2,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,1.5,2,2,1,2,1,1,1,2,2,1,1.5,2,1.5,1,1,1
"TMEM164",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1.5,1,0.5,2.5,1.5,1.5,1.5,1,1,0.5,1,1.5,1,0.5,1,5,1,1,0.5,0.5
"TMEM165",1,2,1,0.5,2,1,1,1.5,1.5,1,1,1,1,1,2,1,1.5,2,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,2,1.5,1.5,1,1,1.5,2,1,1,1,2,2,1,1,1
"TMEM167A",1,1.5,1,0.5,2,1,1,1.5,1,2.5,2,1,0.5,1,1,1,2,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,0.5,3,1,1,1,1
"TMEM167B",0.5,2,1,1,2,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,2,0.5,1,1,0.5,1,2.5,2,2,1.5,1,1,2,3,1.5,1,1,1.5,1.5,2.5,1,0.5,1,2,1,1,1,1
"TMEM168",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,3,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"TMEM169",1,2,1,1,1.5,1,1,3,1,1.5,1.5,1,1,1,2,1,1.5,2,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"TMEM17",1,2,1,1,2,1,1,2.5,2,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,1.5,2,1.5,1,1,1
"TMEM170A",1,1.5,2,0.5,2,1,0.5,1.5,1,2,1,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1.5,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,1,3,1.5,1.5,1,1
"TMEM170B",1.5,2,1.5,1,2,1,1.5,3,1.5,2,2,1.5,1,1,2,1,2,2,1,1,1,1,1,2,1.5,3,1,1,2,2,5,1.5,2.5,1,1.5,2,2,1.5,1,1.5,2.5,2,1,1,1
"TMEM175",1,1.5,1,0.5,2,1,1,1.5,1,2,2,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,2.5,2,1.5,1,1,1.5,2,3,1.5,2,1,1,1.5,1,1,1,1,2,2,1,1,1
"TMEM176A",0.5,1,1.5,1.5,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,1.5,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"TMEM176B",0.5,1,1.5,1.5,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,1.5,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"TMEM177",1,2,1,1,2,1,1,2.5,1,2,1.5,1,1,1,2,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,1.5,2,2,1,2,1,6,1,2,2,1,1.5,2,1.5,1,1,1
"TMEM178A",1,2,1,1,2,1,1,2.5,2,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,2.5,2,1.5,1,1,1
"TMEM178B",0.5,1,1.5,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,2.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"TMEM179B",1,2,1.5,1,1.5,1,1,1.5,1.5,2.5,1.5,1,1,1,2,1.5,1,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,1.5,1.5,1,1,1.5,1,1.5,1,1,2.5,1.5,1,1,1
"TMEM18",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,0.5,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,2.5,2,1.5,1,1,1
"TMEM181",1.5,2,1,1,2,1,1,1.5,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1.5,1.5,2.5,1,2.5,0.5,1,1,1.5,1,1,1.5,1.5,1,1,1,1
"TMEM182",1,2,1,1,2,1,1,2.5,1,2.5,1.5,1,1,1,2,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,1.5,2,4,1,2,1,1,1,3,2,1,1.5,2,1.5,1,1,1
"TMEM183A",2.5,3,2.5,1,3.5,1,2,3.5,2,2,2,1.5,1,1.5,2.5,1,2.5,3,1,1.5,1,1,1.5,2.5,2,2.5,1.5,1,4,2,4,2.5,1.5,1,2,1.5,3,2,1,2.5,2,3,1,2,1
"TMEM183B",0.5,1.5,1.5,1,4,1,1.5,1.5,2,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,1,1.5,1,1,2.5,3,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"TMEM184A",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"TMEM184B",0.5,2,1,1,3,1,1,1.5,1,1.5,1,1,0.5,0.5,2,1,1,1,0.5,1,1,0.5,1,2,1,1.5,1,1,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1.5,1,1,1
"TMEM184C",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,2,1,0.5,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,1.5,1,1,2,2,1,1,1
"TMEM185A",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,1.5,0.5,1,0.5,0.5,1,1,1,2.5,1,0.5,2.5,1.5,3,2,1,1,0.5,1,1.5,1.5,0.5,1,5,1,1,0.5,0.5
"TMEM185B",1,2,1,1,2,1,1,2.5,1,2,1.5,1,1,1,2,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,1.5,2,2,1,2,1,6,1,2,2,1,1.5,2,1.5,1,1,1
"TMEM186",1,1.5,2,1,2,1,1,1.5,1,1,2,1,1,1.5,2,1,1.5,2,1,1,1,1,1,1,2.5,2,1,1,2,2,3.5,2,1.5,1,1,1.5,1.5,1.5,0.5,1.5,3.5,1.5,1,1,1
"TMEM187",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,3,0.5,1,0.5,0.5,1,1,1,2.5,1,0.5,2.5,1.5,3,2,1,1,0.5,1,1.5,1.5,0.5,1,5,1,1,0.5,0.5
"TMEM19",1,2,1,0.5,2,1,1,1.5,1.5,1,2,1,1,0.5,3,1,1.5,2,1,1.5,1,1,1,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,1.5,1,1,4,1.5,1,1,3
"TMEM191A",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"TMEM191C",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"TMEM192",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,2,1,0.5,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,1,1,1,1.5,2,1,1,1
"TMEM198",1,2,1,1,1.5,1,1,3,1,1.5,1.5,1,1,1,2,1,1.5,2,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"TMEM198B",1,2,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,1,1,1.5,2,1,1.5,1,1,1,1.5,1.5,2,1,1.5,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,5.5,1,2.5,2,1.5,1,1,1
"TMEM199",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,1.5,1,0.5,1,2,1.5,1,1.5,0.5,1,1.5,1,1,1.5,2,2.5,1,1,2,2,2.5,2,2.5,1,2,1.5,1.5,1.5,0.5,2,2.5,1,1,1,1.5
"TMEM200A",0.5,2,1,1,2,1,1,1.5,1,1,2,0.5,1,1,1,1,1,1.5,1,1,1,1,0.5,2,1,1,1,1,1.5,1.5,3.5,1,2.5,0.5,2,1,1,1,1,1.5,1.5,1,1,1,1
"TMEM200B",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,1,2.5,2,1,1,1
"TMEM200C",1,1.5,1,0.5,2,1,1,2,1.5,1.5,1,1,1,1,1,1,2.5,1,0.5,1,1,1,1,1.5,2,1.5,1.5,1,1.5,2.5,3.5,1,1,1,0.5,1,1,2,0.5,1,1,1.5,1,1,1
"TMEM201",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,1.5,1,1,1,2,1.5,0.5,2,3,2,1,1,1
"TMEM202-AS1",1,2,0.5,1.5,2,1,0.5,1.5,1,1.5,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2,1,1,1,1,2.5,1,1,1,1,1,2,1.5,1,1.5,2,2,1,1,1
"TMEM203",0.5,1.5,1.5,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,2,0.5,1,2,2,1,1,1
"TMEM204",1,1.5,2,1,2,1,1,1.5,1,1,2,1,1,1.5,2,1,1.5,1.5,1,1,1,1,1,1,2.5,2,1,1,2,2,3.5,2,1.5,1,1.5,1.5,1.5,1.5,0.5,1.5,3.5,1.5,1,1,1
"TMEM205",0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,1,2,1,0.5,2,1.5,1.5,2,1,1,2.5,1,1.5,1,0.5,1,2,1,1,0.5,1
"TMEM208",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,0.5,3,1.5,1.5,1,1
"TMEM209",1,2,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,2.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"TMEM212",0.5,1.5,1.5,1,4,1,1.5,1.5,1.5,1.5,2,0.5,1,1,1,1,1.5,1.5,1,2,1,1,1,1.5,2,2.5,1.5,1.5,1,2.5,5,1.5,1.5,1,1.5,1,1.5,1.5,0.5,2,2,1,1,1,1
"TMEM213",0.5,1,1.5,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,3,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,2.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"TMEM214",1,2,1,1,2,1,1,2.5,2,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2.5,1,1.5,1,3,2,1,2.5,2,1.5,1,1,1
"TMEM216",1,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1.5,1,1,1,2,1.5,1.5,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,1.5,1.5,1,1.5,1.5,1,1.5,1,1,2.5,1.5,1,1,1
"TMEM217",1.5,2,1.5,1,2,1,1.5,3,1.5,2,2,1.5,1,1,2,1,2,1.5,1,1,1,1,1,3,1.5,2.5,1,1,2,2,2.5,1.5,1,1,1.5,2,2,1.5,1,1.5,2.5,2,1,1,1
"TMEM218",1,2,1.5,1,1.5,1,0.5,1.5,1.5,2,1.5,1,1,0.5,2,1,1,2,0.5,1,1,0.5,0.5,1.5,2,2,2,1,1.5,2.5,3,2,1.5,1,0.5,2,2,1,0.5,2,2.5,1.5,1,1,1
"TMEM219",1,1.5,2,1,2,1,1,1.5,1,2.5,2,1,1,1.5,2,1,1.5,2,1,1,1,1,1,1,2.5,2,1,1,2,2,2,2,1.5,1,2.5,1.5,1.5,1.5,1,1.5,3.5,1.5,1,1,1
"TMEM220",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1.5,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,0.5,1.5,1,1.5,0.5,1,1,1,1,1,1
"TMEM220-AS1",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1.5,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,0.5,1.5,1,1.5,0.5,1,1,1,1,1,1
"TMEM221",0.5,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,1,2,1,0.5,1,1.5,1.5,2,1,1,2,1,1.5,2,0.5,1,2,2,1,0.5,1
"TMEM222",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,1.5,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,1.5,1,1,1.5,1.5,1.5,0.5,1,2.5,2,1,1,1
"TMEM223",1,2,1.5,1,1.5,1,1,1.5,1.5,2.5,1.5,1,1,1,2,1.5,1,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,1.5,1.5,1,1,1.5,1,1.5,1,1,2.5,1.5,1,1,1
"TMEM225B",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,2,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"TMEM229B",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,2,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,1,1,1,1,1,3,1,1.5,2.5,2,1.5,1,1
"TMEM230",1,2,2,1,2.5,1,0.5,2,2,2.5,1,1,0.5,1,1.5,1,1.5,2,0.5,1.5,1,0.5,1,3,1,2,1,0.5,2,2.5,3,1.5,2,1,3,0.5,2,1.5,0.5,1,0.5,2,1,1,0.5
"TMEM231",1,1.5,2,0.5,2,1,0.5,1.5,1,2,1,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1.5,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,1,3,1.5,1.5,1,1
"TMEM231P1",1,1.5,2,0.5,2,1,0.5,1.5,1,2,1,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1.5,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,1,3,1.5,1.5,1,1
"TMEM232",1,1.5,1,0.5,2,1,1,1.5,1,1,2,1,0.5,1,1,1,1.5,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,1,3,1,1,1,1
"TMEM233",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,3,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,0.5,1.5,1.5,2.5,2,1,3,3,1.5,1,1,1
"TMEM234",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2,1,1,2,1,1,1,0.5,1,2.5,1.5,2,1,1,1,2,2.5,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,1.5,2.5,2,1,1,1
"TMEM236",1,1.5,1,1,1,1,0.5,3,1.5,1,2,0.5,1,1,1,1.5,1.5,3,1,1,1,0.5,1,2,1,2,1,1,1.5,1,3.5,1.5,3,1,2,1.5,3,2,1,1.5,2,2.5,1,1,1
"TMEM237",1,2,1,1,1.5,1,1,3.5,1,1.5,1.5,1,1,1.5,2,1,1.5,2,1,1,1,1,1,2,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"TMEM238",0.5,1,1,0.5,2,1,1,1.5,2,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,1,2.5,2,0.5,1,2,2,1.5,1,1,1,1,1.5,1.5,0.5,2.5,2,1,1,0.5,1
"TMEM240",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2.5,1,1,3.5,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,2,1,0.5,1,2,1.5,0.5,2,3,2,1,1,1
"TMEM241",1,1.5,1,0.5,2,1,1,2,1.5,1.5,1,1,1,1,1.5,1.5,3,5.5,0.5,1,1,1,1,1.5,1,1.5,1.5,1,1.5,1.5,3,1,1,1,1.5,1,2,2.5,0.5,2.5,1,1.5,1,1,1
"TMEM242",0.5,2,1,1,2,1,1,1.5,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1.5,1.5,2.5,1,2.5,0.5,1,1,1.5,1,1,1.5,1.5,1,1,1,1
"TMEM243",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,2,1.5,1,0.5,1,2.5,3,3,2,1,2,5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"TMEM245",0.5,1.5,1,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,1.5,0.5,1,2,2,1,1,1
"TMEM248",1,2.5,1.5,1,1.5,1,1.5,1.5,2,1.5,1.5,1,2,1,2.5,2,1.5,2,0.5,1.5,1,0.5,1,2.5,2,3,2,1,2,5,2,2,1,1,2.5,1.5,1.5,2,1,1.5,3.5,2.5,1,1,2
"TMEM25",1,2,1.5,1,1.5,1,0.5,1.5,1.5,1.5,1.5,1,1,0.5,2,1,1,2,0.5,1,1,1,0.5,1.5,2,2,2,1,1.5,2.5,3,2,1,1,1,2,5,1,0.5,1.5,2.5,1.5,1,1,1
"TMEM250",0.5,1.5,1.5,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,2,0.5,1,2,2,1,1,1
"TMEM251",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,1,1,3,1,1.5,2.5,2,1.5,1,1
"TMEM252",0.5,1.5,1,0.5,1.5,1,0.5,1.5,1,1,1,1,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1.5,1,2,1,1,1,1.5,1.5,0.5,1,2,2,1,1,1
"TMEM254",1,1.5,1,0.5,1.5,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,2.5,2,1,1,1.5,2,2.5,1,1,1
"TMEM254-AS1",1,1.5,1,0.5,1.5,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,2.5,2,1,1,1.5,2,2.5,1,1,1
"TMEM255A",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1.5,1,0.5,2.5,1.5,1.5,2,1,1,0.5,1,1.5,1.5,0.5,1,5,1,1,0.5,0.5
"TMEM255B",1,2,1,1,1,1,0.5,1.5,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,4,1.5,1.5,1,1,1,1,2,1,1,1,1,1,1,1,0.5,3,1,1.5,1,1.5,1
"TMEM256",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1,1
"TMEM258",1,2,1.5,1,1.5,1,1,1.5,1.5,2.5,1.5,1,1,1,2,1.5,1.5,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,1.5,1.5,1,1.5,1.5,1,1.5,1,1,2.5,1.5,1,1,1
"TMEM259",0.5,1,1,1,1,1,1,1.5,1,1.5,3,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,2,2,1,0.5,1,1.5,1.5,2,1,1,2.5,1,1.5,1,0.5,1,2,1,1,0.5,1
"TMEM26",1,1.5,1,1,1,1,0.5,3,1,2,2,1,1,1,1,0.5,1,1.5,1,1,1,0.5,1,1,1,2,1,0.5,1.5,1,2.5,1.5,1.5,1,1.5,1.5,2,7.5,1,1.5,2,2.5,1,1,1
"TMEM260",1,1.5,2,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,3,1,1,1,2.5,1,2.5,1,1,4,2.5,3,1,1,1,1,1,1,3,1,1.5,2.5,2,1.5,1,1
"TMEM263",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,0.5,1.5,1,2,1.5,3,0.5,1.5,1.5,1.5,2,1,1,3,1.5,1,1,1
"TMEM266",1,2,0.5,1.5,2,1,0.5,1.5,1,1.5,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2,1,1,1,1,2.5,1,1,1,1,1,2,1.5,1,1,2,2,1,1,1
"TMEM267",1,1.5,2,1.5,4,1.5,1,4.5,3,2.5,2,1,0.5,2,0.5,1,3,3,1,1,1,1,1,2,2,3.5,2,1,2,3,7.5,7.5,2.5,1,1,1.5,3.5,2,1,4.5,3,2.5,1,1,1
"TMEM268",0.5,1.5,1,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,1.5,0.5,1,2,2,1,1,1
