"","TCGA.CZ.5467..01A","TCGA.CJ.5677..01A","TCGA.B0.5697..01A","TCGA.CZ.5457..01A","TCGA.B0.5709..01A","TCGA.CJ.5679..01A","TCGA.CW.5587..01A","TCGA.CW.5580..01A","TCGA.B0.5691..01A","TCGA.CZ.4864..01A","TCGA.B0.5703..01A","TCGA.B0.4700..01A","TCGA.B0.5696..01A","TCGA.CW.5585..01A","TCGA.CZ.5461..01A","TCGA.CZ.5466..01A","TCGA.CZ.5453..01A","TCGA.CZ.5468..01A","TCGA.CZ.5986..01A","TCGA.CZ.5982..01A","TCGA.B2.5641..01A","TCGA.B8.5549..01A","TCGA.B8.4622..01A","TCGA.CZ.5452..01A","TCGA.CJ.5672..01A","TCGA.CW.5591..01A","TCGA.CZ.5988..01A","TCGA.CJ.6030..01A","TCGA.CW.5584..01A","TCGA.CZ.5984..01A","TCGA.CZ.5989..01A","TCGA.CZ.4865..01A","TCGA.CZ.5985..01A","TCGA.CZ.5469..01A","TCGA.B0.5694..01A","TCGA.B0.4712..01A","TCGA.CJ.5689..01A","TCGA.A3.3358..01A","TCGA.B0.5690..01A","TCGA.CZ.5465..01A","TCGA.B0.5712..01A","TCGA.CZ.5454..01A","TCGA.CZ.5463..01A","TCGA.B0.5699..01A","TCGA.B8.5552..01A","TCGA.B0.5402..01A","TCGA.CJ.5681..01A","TCGA.CJ.5676..01A","TCGA.B0.5706..01A","TCGA.CW.6090..01A","TCGA.CW.5589..01A","TCGA.CZ.5455..01A","TCGA.CJ.5680..01A","TCGA.B0.5705..01A","TCGA.CW.6088..01A","TCGA.CZ.5470..01A","TCGA.CZ.5462..01A","TCGA.CZ.5458..01A","TCGA.CJ.6033..01A","TCGA.CJ.5678..01A","TCGA.A3.3387..01A","TCGA.B0.5711..01A","TCGA.B0.5701..01A","TCGA.CZ.5451..01A","TCGA.CZ.5456..01A","TCGA.B8.4620..01A","TCGA.CW.5581..01A","TCGA.B8.4619..01A","TCGA.CZ.4863..01A","TCGA.CZ.5987..01A"
"ABHD12",1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2.5,1,1,1,2,1.5,1,1,2,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
"ABHD12B",0.5,0.5,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"ABHD13",1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,3,0.5,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABHD14A",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"ABHD14B",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"ABHD15",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABHD17A",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"ABHD17C",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"ABHD3",1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1.5,1,2,0.5,2.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ABHD5",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"ABHD6",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5
"ABHD8",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"ABI2",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"ABI3",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABI3BP",1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1.5,1,0.5,1,0.5,1,0.5,1,1,0.5,1,1.5,1,1,1,2,0.5,2,0.5,2,1,2,0.5,1,1,3.5,1,1,0.5,0.5,1,2,1,1,0.5,1.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1.5,1,1,0.5,2,1,1,1,1,0.5
"ABITRAM",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"ABL1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,0.5
"ABL2",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1.5,1,1,1,2,1,1,1.5,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"ABLIM1",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABLIM2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABO",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,0.5
"ABR",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABRACL",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"ABRAXAS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABRAXAS2",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"ABT1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"ABTB1",1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1.5,1,0.5,1,0.5,1,0.5,1,1,0.5,1,1.5,1,1,1,2,1,2,0.5,3.5,1,2,0.5,1,1.5,3.5,1,1,0.5,1,1,2,1,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1,1,1.5,1,1,0.5,2,1,1,1,1,0.5
"ABTB2",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"AC000123.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3,1,1,1,2,1.5,1,1,1.5,2,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC000123.3",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3,1,1,1,2,1.5,1,1,1.5,2,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC000403.1",1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,3,0.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC002070.1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC002128.1",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"AC002350.2",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC002401.1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC002401.2",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC002401.3",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC002401.4",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC002451.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC002456.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC002460.2",1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"AC002467.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,2,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC002470.1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"AC002480.1",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC002480.2",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC002511.1",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"AC002525.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC002550.2",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"AC002553.1",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC003044.1",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC003072.1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"AC003086.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC003092.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC003102.1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC003681.1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"AC003965.1",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"AC003984.1",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC004024.1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC004076.2",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"AC004080.4",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC004112.1",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3,1,1,1,2,1.5,1,1.5,1.5,2,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC004130.2",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC004148.1",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"AC004156.1",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"AC004160.1",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"AC004232.2",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"AC004233.2",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"AC004241.1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC004241.2",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC004241.3",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC004241.5",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC004263.2",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"AC004264.1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"AC004381.3",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
